requests_per_minute,session_duration,unique_pages,avg_click_interval,is_headless,user_agent_length,visit_count,label
1.5489,852.21,21,40.5815,0,132,22,0
1.1299,849.6,8,56.6398,0,103,16,0
57.0014,9.47,6,1.1842,1,18,9,1
1.2829,514.44,1,51.4443,0,136,11,0
0.834,719.44,9,79.938,0,153,10,0
1.2688,803.94,16,50.2463,0,113,17,0
111.7603,42.41,2,0.5437,1,38,79,1
2.3109,830.83,24,26.8011,0,121,32,0
52.9152,21.54,8,1.1969,1,25,19,1
3.0874,349.81,14,20.5772,0,154,18,0
13.0637,151.57,29,4.7364,0,108,33,0
7.6056,173.56,15,8.2645,0,128,22,0
81.4226,36.84,4,0.7519,1,45,50,1
219.9254,2.73,3,0.3031,0,85,10,1
2.0397,382.41,7,31.8675,0,129,13,0
91.871,2.61,4,0.8708,0,80,4,1
1.7982,667.32,11,35.1221,0,160,20,0
32.5128,23.99,5,1.9992,1,18,13,1
95.714,13.79,8,0.6567,1,12,22,1
4.0182,59.73,4,19.9094,1,78,4,1
0.9712,803.13,13,66.9278,0,102,13,0
2.0463,762.33,22,30.4934,0,108,26,0
1.5007,839.61,17,41.9805,0,116,21,0
7.8868,228.23,30,7.87,0,119,30,0
7.6192,47.25,6,9.4498,1,82,6,1
2.1257,818.56,29,29.2343,0,144,29,0
55.5949,6.48,6,1.2951,1,85,6,1
6.126,166.5,9,10.4065,0,114,17,0
4.205,185.49,8,15.4578,0,98,13,0
27.1416,55.27,18,2.3027,0,159,25,0
0.9457,761.37,5,69.2158,0,132,12,0
21.0817,74.0,19,2.9599,0,134,26,0
5.2284,57.38,5,14.3448,1,78,5,1
4.998,312.13,16,12.485,0,125,26,0
76.6013,2.35,3,1.1749,0,110,3,1
22.1731,92.0,31,2.788,0,140,34,0
5.7584,20.84,2,20.8391,1,78,2,1
0.3729,804.58,5,201.1445,0,132,5,0
20.5102,73.13,16,3.0473,0,132,25,0
660.8674,0.64,4,0.1059,0,95,7,1
1.9108,31.4,1,0,1,82,1,1
1.9743,850.94,20,31.5162,0,143,28,0
0.4317,694.89,5,173.7231,0,137,5,0
5.0031,311.81,19,12.4722,0,110,26,0
5.9088,40.62,4,13.5392,1,75,4,1
1.3375,762.6,9,47.6624,0,106,17,0
11.0821,27.07,5,6.7677,1,90,5,1
49.1648,29.29,4,1.2734,1,18,24,1
33.3427,50.39,22,1.8661,0,126,28,0
1.1772,713.58,11,54.8908,0,139,14,0
211.7805,2.27,7,0.3238,0,105,8,1
1.6385,695.78,14,38.6543,0,133,19,0
0.385,779.28,1,194.8207,0,117,5,0
27.0691,42.11,13,2.3397,0,96,19,0
46.8339,19.22,4,1.3726,1,22,15,1
3.0555,510.55,17,20.4221,0,131,26,0
7.3167,213.21,21,8.5284,0,140,26,0
80.0171,3.75,5,0.9373,0,105,5,1
35.3525,28.85,2,1.8033,1,20,17,1
0.389,771.24,2,192.8097,0,122,5,0
5.3834,323.22,25,11.5434,0,122,29,0
5.4533,374.08,30,11.3358,0,138,34,0
5.377,22.32,2,22.3175,1,92,2,1
123.9681,2.42,5,0.605,0,105,5,1
51.1645,31.66,22,1.2178,0,92,27,0
0.5989,500.9,3,125.2251,0,113,5,0
1.9721,821.44,18,31.5938,0,142,27,0
6.4572,148.67,9,9.9115,0,136,16,0
0.9192,391.64,1,78.3283,0,122,6,0
3.0753,526.78,25,20.2609,0,158,27,0
5.5129,10.88,1,0,1,88,1,1
13.7007,26.28,2,5.2552,1,12,6,1
3.0981,542.28,20,20.0843,0,116,28,0
48.887,23.32,4,1.2955,1,35,19,1
83.1694,3.61,5,0.9018,0,92,5,1
1.6959,353.79,7,39.3097,0,119,10,0
1.1424,367.65,4,61.2744,0,95,7,0
95.4849,39.59,2,0.6385,1,45,63,1
20.5549,64.22,18,3.058,0,107,22,0
2.1476,810.2,23,28.9356,0,131,29,0
2.276,52.72,2,52.7247,1,90,2,1
4.3823,397.05,27,14.1805,0,119,29,0
1.9043,882.2,27,32.6741,0,94,28,0
1.5233,512.05,12,42.6705,0,96,13,0
1.0445,689.35,5,62.6686,0,93,12,0
121.2004,43.07,1,0.5008,1,55,87,1
2.2354,697.86,20,27.9146,0,156,26,0
18.018,96.57,27,3.4489,0,118,29,0
111.7874,4.83,4,0.6038,0,95,9,1
2.5165,453.02,17,25.1676,0,100,19,0
109.8001,42.08,2,0.5536,1,38,77,1
6.439,55.91,6,11.1818,1,82,6,1
3.6178,497.54,25,17.1566,0,136,30,0
4.1308,188.82,11,15.7353,0,152,13,0
2.6971,711.87,26,22.9637,0,159,32,0
2.1756,606.73,12,28.892,0,99,22,0
0.9122,855.05,8,71.2538,0,121,13,0
99.7324,12.03,2,0.6333,1,25,20,1
3.2768,256.35,6,19.7189,0,121,14,0
289.6178,20.51,3,0.2093,1,60,99,1
0.6217,868.55,1,108.5692,0,135,9,0
17.2499,73.04,12,3.6522,0,107,21,0
117.9693,11.19,2,0.5328,1,25,22,1
2.3865,276.55,5,27.6552,0,123,11,0
3.2414,351.7,11,19.5387,0,143,19,0
56.7908,31.7,30,1.0929,0,139,30,0
3.6106,581.62,29,17.1065,0,132,35,0
101.8812,50.06,2,0.5959,1,48,85,1
186.5034,6.76,4,0.3378,1,12,21,1
1.9883,633.71,21,31.6853,0,110,21,0
1.2368,630.65,11,52.5538,0,119,13,0
29.7026,10.1,5,2.525,1,82,5,1
5.7075,189.22,16,11.1308,0,137,18,0
4.1431,159.3,4,15.93,0,107,11,0
3.9534,333.89,17,15.8995,0,133,22,0
2.1653,554.2,18,29.1684,0,132,20,0
17.8969,53.64,11,3.576,0,113,16,0
1.3011,691.73,15,49.4095,0,102,15,0
5.9124,304.44,24,10.4981,0,140,30,0
1.6636,577.07,9,38.4717,0,144,16,0
83.9397,10.72,4,0.7659,1,18,15,1
15.5033,23.22,6,4.6442,1,85,6,1
5.0864,342.09,29,12.2174,0,156,29,0
1.0068,774.7,10,64.5583,0,137,13,0
2.6354,432.57,16,24.0317,0,122,19,0
5.2435,148.76,10,12.3964,0,129,13,0
4.1168,335.21,17,15.2368,0,112,23,0
6.1985,38.72,4,12.9063,1,90,4,1
2.6778,761.81,30,23.0852,0,95,34,0
1.7512,788.04,15,35.8198,0,109,23,0
2.6916,22.29,1,0,1,86,1,1
2.112,511.37,17,30.0805,0,139,18,0
5.2742,398.17,27,11.7107,0,102,35,0
97.2069,2.47,3,0.823,0,76,4,1
1.6049,373.86,4,41.54,0,131,10,0
163.5697,3.67,3,0.4076,0,110,10,1
2.4372,590.84,18,25.6887,0,128,24,0
2.7134,773.94,26,22.7631,0,104,35,0
3.2081,486.27,23,19.4508,0,121,26,0
3.221,204.91,9,20.4906,0,159,11,0
3.9956,510.56,28,15.4715,0,99,34,0
2.0801,807.66,26,29.9135,0,119,28,0
2.0327,413.23,12,31.7873,0,134,14,0
2.295,758.17,28,27.0775,0,147,29,0
108.9677,3.3,4,0.6607,0,105,6,1
1.1464,837.4,7,55.8268,0,123,16,0
38.9816,41.56,17,1.5984,0,136,27,0
367.1667,13.89,1,0.1654,1,65,85,1
0.3426,875.7,4,218.9258,0,114,5,0
0.5554,756.24,6,126.0408,0,93,7,0
1.9881,211.26,3,35.2099,0,124,7,0
76.6147,7.83,7,0.8702,1,20,10,1
1.7884,301.95,6,37.7433,0,138,9,0
8.4617,234.0,25,7.3124,0,137,33,0
0.9031,531.52,4,75.9307,0,108,8,0
1.9481,585.19,10,32.5107,0,125,19,0
10.5853,198.39,32,5.8349,0,121,35,0
0.8194,659.01,9,82.3762,0,126,9,0
11.3446,163.95,25,5.4652,0,139,31,0
3.0918,601.58,29,20.0528,0,90,31,0
14.1742,21.17,5,5.2913,1,95,5,1
25.4775,14.13,6,2.826,1,86,6,1
0.5365,670.97,5,134.1937,0,111,6,0
0.6058,891.39,1,111.4234,0,99,9,0
2.9627,384.78,11,21.3766,0,138,19,0
124.6265,44.29,5,0.4867,1,38,92,1
2.7247,286.27,13,23.8562,0,147,13,0
1.3938,774.84,16,45.579,0,125,18,0
1.5571,500.92,10,41.7431,0,114,13,0
2.0303,709.25,19,30.8372,0,113,24,0
2.3627,863.43,25,26.1646,0,141,34,0
3.1197,38.47,2,38.4652,1,88,2,1
1.0784,667.66,6,60.696,0,123,12,0
0.8277,507.45,1,84.5749,0,139,7,0
56.6833,56.1,1,1.0789,1,48,53,1
2.0295,591.27,15,31.1196,0,145,20,0
0.6667,719.99,2,102.8562,0,93,8,0
3.4849,602.6,28,17.7235,0,113,35,0
51.7628,25.5,6,1.2143,1,18,22,1
2.26,823.01,27,27.4338,0,132,31,0
2.7196,617.73,20,22.8791,0,151,28,0
0.4329,831.51,5,166.3017,0,103,6,0
2.5445,235.8,6,26.1999,0,141,10,0
2.2864,682.28,17,27.2914,0,110,26,0
1.9127,470.53,15,33.6091,0,159,15,0
1.2998,830.88,9,48.8751,0,95,18,0
10.3582,34.76,6,6.951,1,86,6,1
86.6687,51.92,5,0.7016,1,52,75,1
22.5827,15.94,2,3.1883,1,35,6,1
182.9999,1.64,4,0.4098,0,105,5,1
2.5765,256.16,10,25.6163,0,103,11,0
78.1522,11.52,8,0.8226,1,12,15,1
6.1481,58.55,6,11.7109,1,82,6,1
49.5684,4.84,3,1.6139,0,110,4,1
42.8712,46.18,31,1.4433,0,116,33,0
1.4385,333.68,3,47.6681,0,136,8,0
0.7028,768.34,8,96.0428,0,132,9,0
3.2586,202.54,4,20.2539,0,138,11,0
3.9102,368.26,21,16.0115,0,123,24,0
4.3374,470.32,34,14.2522,0,94,34,0
5.7932,165.71,7,11.0475,0,93,16,0
2.6564,655.02,28,23.3936,0,108,29,0
5.4767,251.98,16,11.4536,0,116,23,0
1.4144,339.36,8,48.4797,0,107,8,0
1.1674,822.33,14,54.8217,0,148,16,0
0.7808,845.33,2,84.5329,0,114,11,0
42.5641,9.87,7,1.6446,1,22,7,1
1.3069,413.2,4,51.6504,0,113,9,0
0.6994,686.31,5,98.0445,0,142,8,0
2.5562,633.75,26,24.3751,0,138,27,0
3.8144,503.35,25,16.2372,0,104,32,0
375.1548,15.03,1,0.1617,1,45,94,1
3.7397,385.06,18,16.7418,0,135,24,0
2.0635,843.24,27,30.1156,0,99,29,0
2.2689,449.56,17,28.0976,0,130,17,0
2.9117,288.49,10,22.1918,0,147,14,0
0.8843,678.52,10,75.3909,0,135,10,0
2.4502,416.3,10,26.0186,0,109,17,0
1.9028,851.36,27,32.7445,0,112,27,0
1.6448,364.78,5,40.5312,0,140,10,0
2.8553,651.42,22,21.7139,0,125,31,0
1.7092,737.17,18,36.8583,0,98,21,0
2.4267,420.33,17,26.2704,0,107,17,0
1.8415,423.56,4,35.2969,0,130,13,0
2.3622,863.61,30,26.17,0,104,34,0
156.4277,2.3,6,0.4603,0,95,6,1
1.6616,758.32,19,37.9158,0,96,21,0
0.8839,610.94,9,76.368,0,149,9,0
110.6272,9.22,8,0.5763,1,35,17,1
1.0449,344.53,3,68.9066,0,129,6,0
1.8297,852.6,16,34.1039,0,141,26,0
63.3705,52.07,2,0.9643,1,52,55,1
1.3193,500.27,7,50.0266,0,128,11,0
3.4256,560.48,29,18.08,0,121,32,0
6.6785,224.6,16,9.3584,0,110,25,0
143.8089,3.75,9,0.4694,0,80,9,1
68.897,4.35,4,1.0886,0,95,5,1
85.4344,10.53,7,0.7525,1,35,15,1
2.4504,636.64,17,25.4657,0,96,26,0
21.9473,41.01,11,2.9291,0,112,15,0
1.9623,519.81,10,32.4882,0,100,17,0
4.6803,256.39,17,13.4945,0,99,20,0
5.1064,211.5,12,12.4412,0,151,18,0
260.3858,22.12,3,0.2329,1,55,96,1
66.8906,30.5,29,0.9242,0,111,34,0
2.1454,587.32,14,29.3658,0,144,21,0
231.2675,0.78,3,0.3892,0,105,3,1
2.0621,465.56,14,31.037,0,108,16,0
2.4437,24.55,1,0,1,90,1,1
0.9817,733.4,7,66.6731,0,124,12,0
5.0419,357.01,30,12.3105,0,121,30,0
0.6528,827.19,9,103.3984,0,98,9,0
21.893,10.96,4,3.6541,1,86,4,1
130.5194,2.3,5,0.5746,0,72,5,1
766.3487,0.63,4,0.0895,0,72,8,1
71.1514,55.66,4,0.8562,1,55,66,1
1.7448,378.27,1,37.8272,0,132,11,0
2.0482,58.59,2,58.587,1,82,2,1
1.5032,359.23,2,44.9041,0,99,9,0
42.4743,49.44,35,1.4542,0,125,35,0
161.8019,3.71,9,0.412,0,92,10,1
15.9951,131.29,28,3.8615,0,132,35,0
3.5091,170.98,4,18.9983,0,107,10,0
1.8887,794.21,16,33.0923,0,127,25,0
1.8357,849.79,19,33.9917,0,124,26,0
1.8074,763.52,13,34.7053,0,139,23,0
2.7365,723.56,26,22.6113,0,90,33,0
82.1631,53.31,4,0.7404,1,65,73,1
3.813,487.8,30,16.2602,0,118,31,0
32.3871,55.58,27,1.9165,0,120,30,0
0.7179,585.04,7,97.5058,0,132,7,0
5.9696,261.32,24,10.4529,0,119,26,0
54.8249,15.32,5,1.1786,1,12,14,1
2.0397,823.65,21,30.5056,0,142,28,0
1.1634,670.43,11,55.8689,0,139,13,0
6.2082,38.66,4,12.8862,1,78,4,1
5.4374,320.01,28,11.4288,0,150,29,0
31.9719,61.93,23,1.9353,0,137,33,0
8.5348,119.51,9,7.4694,0,124,17,0
1.8992,315.92,8,35.1018,0,139,10,0
5.3334,135.0,5,12.2726,0,115,12,0
19.7033,85.26,18,3.158,0,131,28,0
2.5882,741.83,28,23.93,0,150,32,0
91.7261,3.27,4,0.8177,0,72,5,1
1.5281,471.18,10,42.8349,0,136,12,0
61.8317,17.47,5,1.0275,1,12,18,1
131.5459,2.74,6,0.5473,0,110,6,1
1.3209,635.92,11,48.9167,0,121,14,0
5.2382,274.91,16,11.9524,0,137,24,0
1.4106,850.72,12,44.7747,0,113,20,0
30.709,42.98,20,2.0469,0,137,22,0
0.5371,781.98,4,130.3308,0,106,7,0
8.7843,34.15,5,8.538,1,75,5,1
1.762,340.52,10,37.8353,0,107,10,0
2.8363,401.94,15,22.3297,0,146,19,0
75.8131,13.45,5,0.8409,1,25,17,1
1.0475,572.8,5,63.6441,0,160,10,0
1.0973,765.51,14,58.8857,0,92,14,0
32.7431,21.99,2,1.999,1,30,12,1
8.8564,203.24,20,7.0084,0,133,30,0
63.3956,16.09,2,1.0056,1,12,17,1
75.2485,3.99,3,0.9967,0,80,5,1
177.6065,2.7,8,0.3861,0,85,8,1
1.7154,559.64,13,37.3092,0,118,16,0
1.231,877.33,13,51.6074,0,137,18,0
3.2334,259.79,4,19.9838,0,95,14,0
271.0663,22.13,2,0.2236,1,45,100,1
25.0742,71.79,28,2.4754,0,138,30,0
2.0881,574.68,20,30.2461,0,123,20,0
22.4888,29.35,7,2.9348,1,18,11,1
109.746,42.1,5,0.5539,1,55,77,1
1.711,526.01,10,37.572,0,111,15,0
3.8206,109.93,6,18.3219,0,156,7,0
0.9559,878.76,7,67.5966,0,104,14,0
31.5659,38.02,5,2.0008,1,60,20,1
16.8406,57.01,13,3.8003,0,153,16,0
149.0573,10.06,3,0.4193,1,15,25,1
1.694,850.05,20,36.9589,0,113,24,0
60.655,42.54,2,1.0128,1,55,43,1
4.0829,235.13,7,15.6751,0,135,16,0
94.088,3.19,3,0.7971,0,95,5,1
11.4211,31.52,6,6.3041,1,93,6,1
8.169,95.48,11,7.9569,0,112,13,0
4.6151,221.01,12,13.8134,0,102,17,0
2.9526,569.0,28,21.074,0,132,28,0
3.2653,330.75,13,19.4558,0,107,18,0
7.12,235.96,24,8.7391,0,153,28,0
53.6947,13.41,8,1.219,1,15,12,1
1.8941,538.5,7,33.6565,0,145,17,0
0.8807,885.7,12,73.8085,0,129,13,0
424.662,0.57,4,0.1884,0,92,4,1
111.273,42.06,2,0.5462,1,35,78,1
166.6314,2.52,3,0.4201,0,76,7,1
1.5236,315.04,6,45.0052,0,124,8,0
1.7475,309.02,6,38.6273,0,100,9,0
1.9614,734.15,15,31.9196,0,120,24,0
6.4233,205.5,12,9.7858,0,129,22,0
5.0781,378.09,26,12.1966,0,143,32,0
108.9733,37.99,1,0.5587,1,48,69,1
2.9896,321.11,8,21.4072,0,96,16,0
15.5896,53.88,4,4.1448,0,116,14,0
26.5472,79.1,27,2.3266,0,132,35,0
59.653,3.02,3,1.5087,0,105,3,1
1.2696,661.61,12,50.8932,0,138,14,0
178.9814,2.35,6,0.3911,0,85,7,1
5.4487,11.01,1,0,1,92,1,1
5.7665,114.45,6,11.4454,0,132,11,0
54.6547,12.08,7,1.2076,1,24,11,1
43.2566,20.81,2,1.4861,1,15,15,1
0.8798,750.2,1,75.0205,0,151,11,0
0.7741,542.54,7,90.4226,0,97,7,0
3.2059,486.6,25,19.464,0,157,26,0
33.8857,37.18,3,1.8592,1,65,21,1
0.4182,717.39,2,179.3467,0,113,5,0
36.6211,52.43,22,1.6912,0,135,32,0
2.5673,677.74,29,24.2051,0,113,29,0
1.4371,751.53,8,44.2078,0,120,18,0
60.8673,30.56,25,1.0186,0,155,31,0
3.6056,332.81,20,17.5164,0,108,20,0
0.775,851.61,5,85.1612,0,140,11,0
169.8762,3.53,5,0.3924,0,88,10,1
4.6759,51.33,4,17.1092,1,93,4,1
2.2415,508.59,19,28.255,0,119,19,0
6.2171,308.82,28,9.9621,0,118,32,0
68.6252,20.11,3,0.9141,1,52,23,1
2.1123,170.43,5,34.0864,0,129,6,0
2.903,41.34,2,41.3362,1,86,2,1
2.5706,560.18,24,24.3556,0,153,24,0
150.5799,1.99,4,0.4981,0,80,5,1
5.3323,360.07,32,11.6151,0,123,32,0
3.6965,438.25,19,16.856,0,103,27,0
2.3982,775.59,29,25.8529,0,114,31,0
3.4338,401.88,17,18.2675,0,151,23,0
3.6071,565.56,28,17.1381,0,146,34,0
1.5204,828.75,13,41.4376,0,149,21,0
4.4306,27.08,2,27.0841,1,85,2,1
1.9408,432.81,12,33.2933,0,106,14,0
4.2093,498.89,31,14.6733,0,111,35,0
6.8687,157.23,8,9.2491,0,109,18,0
2.5727,792.93,30,24.0282,0,142,34,0
2.4037,549.16,22,26.1507,0,126,22,0
40.8544,4.41,3,2.2029,0,98,3,1
12.2969,29.28,6,5.8551,1,90,6,1
0.9508,820.38,4,68.3649,0,100,13,0
1.6408,694.77,19,38.5981,0,132,19,0
3.6356,429.09,26,17.1635,0,99,26,0
1.0243,878.62,11,62.7587,0,142,15,0
7.419,161.75,12,8.513,0,115,20,0
45.745,3.93,3,1.9674,0,76,3,1
2.8078,555.59,26,22.2237,0,136,26,0
328.097,11.34,4,0.1859,1,58,62,1
3.8148,314.57,18,16.5562,0,96,20,0
2.1985,327.5,4,29.7729,0,113,12,0
39.6215,37.86,22,1.5774,0,115,25,0
119.8628,24.03,5,0.5112,1,65,48,1
3.35,411.95,14,18.7248,0,104,23,0
168.4402,2.85,5,0.4071,0,80,8,1
8.7707,239.43,34,7.0422,0,132,35,0
2.2852,813.94,28,27.1312,0,149,31,0
91.7966,13.73,8,0.6863,1,24,21,1
0.777,694.99,5,86.8742,0,108,9,0
4.4003,13.64,1,0,1,82,1,1
11.6772,123.32,14,5.3616,0,124,24,0
2.5625,398.04,14,24.8777,0,100,17,0
3.0158,298.43,5,21.3165,0,101,15,0
0.7646,549.32,7,91.5541,0,123,7,0
8.2001,190.24,18,7.6097,0,142,26,0
751.4243,0.64,4,0.0913,0,88,8,1
0.6993,772.16,5,96.5203,0,147,9,0
8.4152,35.65,5,8.9124,1,86,5,1
6.3935,46.92,5,11.7307,1,93,5,1
0.7313,738.38,8,92.2972,0,96,9,0
276.0034,16.3,3,0.2203,1,42,75,1
1.6752,680.53,18,37.8072,0,138,19,0
16.0871,7.46,2,7.4594,1,78,2,1
1.8553,452.76,6,34.8273,0,159,14,0
2.839,718.57,30,21.7749,0,118,34,0
138.6585,3.89,3,0.4868,0,85,9,1
1.0008,359.72,1,71.943,0,130,6,0
2.5243,641.75,22,24.6827,0,143,27,0
85.122,16.21,6,0.7369,1,24,23,1
2.7555,696.78,23,22.4768,0,117,32,0
2.2605,663.57,23,27.6486,0,136,25,0
0.5512,870.87,7,124.4096,0,116,8,0
27.4436,17.49,2,2.4986,1,15,8,1
6.9981,231.49,18,8.9035,0,131,27,0
68.9647,4.35,4,1.0875,0,92,5,1
76.8896,51.5,3,0.7923,1,52,66,1
12.5504,114.74,18,4.9886,0,135,24,0
195.3932,17.2,4,0.3127,1,42,56,1
1.0568,56.78,1,0,1,86,1,1
3.1578,551.02,20,19.6791,0,99,29,0
1.9475,184.85,3,36.9706,0,91,6,0
1.0854,55.28,1,0,1,88,1,1
121.1139,47.56,2,0.5006,1,52,96,1
2.0792,57.72,2,57.7154,1,75,2,1
1.6355,440.23,11,40.0207,0,130,12,0
0.9595,812.94,7,67.7448,0,96,13,0
179.5129,3.34,9,0.3714,0,105,10,1
4.4124,421.54,26,14.0513,0,127,31,0
37.0044,24.32,8,1.7372,1,18,15,1
1.953,614.43,16,32.3386,0,131,20,0
10.5019,125.69,20,5.9853,0,99,22,0
1.7989,733.77,18,34.9415,0,138,22,0
165.0193,26.54,1,0.3686,1,35,73,1
9.2283,26.01,4,8.669,1,78,4,1
2.4299,321.0,8,26.7502,0,146,13,0
204.6329,5.57,5,0.3095,1,15,19,1
3.9189,520.55,33,15.7742,0,92,34,0
7.0355,298.49,30,8.779,0,119,35,0
3.6022,49.97,3,24.9848,1,95,3,1
36.2788,38.04,4,1.729,1,52,23,1
60.4099,45.69,5,1.0153,1,58,46,1
6.8842,122.02,12,9.386,0,142,14,0
1.4828,323.72,5,46.2453,0,119,8,0
55.1797,13.05,7,1.1862,1,20,12,1
45.2507,3.98,3,1.9889,0,85,3,1
2.5364,733.33,31,24.4442,0,111,31,0
1.0949,657.62,11,59.7835,0,113,12,0
0.4034,892.36,2,178.4712,0,130,6,0
4.2181,497.85,35,14.6428,0,106,35,0
31.3404,63.18,33,1.9743,0,117,33,0
12.656,113.78,21,4.9469,0,113,24,0
1.2415,48.33,1,0,1,88,1,1
0.4774,879.7,5,146.6162,0,139,7,0
328.735,0.55,3,0.2738,0,95,3,1
24.0159,12.49,5,3.1229,1,78,5,1
2.6725,381.66,17,23.8538,0,138,17,0
10.5303,11.4,2,11.3957,1,88,2,1
16.4524,18.23,4,4.5586,1,24,5,1
9.6786,31.0,5,7.749,1,95,5,1
0.9137,788.0,8,71.6366,0,109,12,0
4.8696,381.96,22,12.732,0,92,31,0
41.3417,4.35,3,2.177,0,85,3,1
11.1047,189.11,26,5.5621,0,121,35,0
1.0536,740.31,6,61.6929,0,129,13,0
7.1143,286.75,30,8.6893,0,110,34,0
2.3784,655.9,26,26.2362,0,108,26,0
1.258,667.75,6,51.3651,0,112,14,0
6.328,293.93,28,9.7977,0,140,31,0
4.1374,58.01,4,19.3356,1,95,4,1
3.6656,425.58,23,17.0233,0,151,26,0
232.0797,20.42,2,0.2618,1,45,79,1
1.3451,356.84,7,50.9774,0,127,8,0
1.8999,757.92,21,32.9531,0,145,24,0
1.8102,795.51,22,34.5875,0,96,24,0
4.1693,230.25,6,15.3503,0,131,16,0
212.6637,6.21,3,0.2956,1,25,22,1
655.6886,0.82,9,0.1029,0,110,9,1
20.9294,88.87,27,2.9623,0,91,31,0
2.4696,728.86,28,25.133,0,96,30,0
6.8362,140.43,10,9.362,0,93,16,0
3.3462,519.99,25,18.5712,0,132,29,0
4.218,256.04,17,15.0615,0,138,18,0
76.2357,37.78,1,0.8038,1,65,48,1
2.7588,717.71,32,22.4284,0,99,33,0
3.873,480.25,30,16.0083,0,128,31,0
1.2986,877.86,10,48.7701,0,129,19,0
94.7529,45.59,1,0.6421,1,60,72,1
4.9153,231.93,12,12.885,0,138,19,0
7.9105,250.3,27,7.8219,0,130,33,0
6.6185,145.05,14,9.6698,0,139,16,0
103.0224,14.56,4,0.6067,1,24,25,1
3.6082,382.47,22,17.3849,0,103,23,0
0.5825,515.0,5,128.7496,0,150,5,0
0.8429,427.11,3,85.4221,0,107,6,0
251.3035,1.43,4,0.2865,0,98,6,1
1.7178,838.3,18,36.448,0,117,24,0
14.9569,8.02,2,8.0231,1,88,2,1
4.7158,318.08,17,13.2534,0,125,25,0
137.378,27.95,3,0.4437,1,55,64,1
2.0012,869.48,22,31.0528,0,135,29,0
1.3438,759.04,11,47.44,0,103,17,0
36.6652,4.91,3,2.4546,0,110,3,1
31.2146,34.6,16,2.0352,0,149,18,0
4.5556,434.63,27,13.5822,0,118,33,0
5.9137,30.44,3,15.219,1,78,3,1
133.8551,17.03,3,0.4604,1,38,38,1
8.5208,225.33,32,7.2687,0,139,32,0
27.4321,28.43,6,2.3695,1,12,13,1
8.11,22.19,3,11.0974,1,95,3,1
16.3923,84.19,23,3.8266,0,153,23,0
30.5599,25.52,4,2.127,1,28,13,1
0.7523,638.03,4,91.1466,0,107,8,0
1.8528,744.81,17,33.8549,0,104,23,0
8.4203,35.63,5,8.907,1,88,5,1
2.567,467.48,18,24.6042,0,107,20,0
57.7035,23.92,5,1.0871,1,20,23,1
8.3891,221.72,26,7.3906,0,142,31,0
2.6201,595.39,23,23.8158,0,142,26,0
3.0306,653.33,23,20.4167,0,133,33,0
32.8928,41.95,18,1.907,0,95,23,0
2.7432,153.11,4,25.5176,0,114,7,0
10.9945,76.4,8,5.8771,0,111,14,0
2.3703,354.38,4,27.2599,0,123,14,0
59.1402,17.25,6,1.0779,1,22,17,1
2.5275,545.99,23,24.8177,0,94,23,0
14.1565,21.19,5,5.2979,1,35,5,1
440.6028,1.09,8,0.1556,0,76,8,1
5.4776,32.86,3,16.4306,1,78,3,1
475.1014,11.87,2,0.1276,1,52,94,1
0.6402,562.36,1,112.4712,0,131,6,0
9.742,178.61,24,6.3789,0,129,29,0
3.7885,190.05,5,17.2771,0,127,12,0
4.3632,275.03,11,14.4751,0,133,20,0
2.6361,751.12,23,23.4725,0,118,33,0
3.2137,504.1,20,19.3884,0,132,27,0
17.9049,20.11,6,4.0212,1,75,6,1
25.2016,7.14,3,3.5712,1,90,3,1
1.8363,784.18,21,34.0949,0,95,24,0
4.9141,378.51,31,12.6169,0,146,31,0
77.6361,4.64,4,0.9274,0,105,6,1
104.3396,46.58,3,0.5822,1,52,81,1
10.2077,29.39,5,7.3474,1,86,5,1
5.8003,41.38,4,13.7923,1,75,4,1
111.4985,25.83,5,0.5496,1,55,48,1
0.7989,751.03,10,83.4483,0,100,10,0
25.2029,42.85,9,2.5207,0,136,18,0
5.3359,44.98,4,14.9929,1,95,4,1
77.2483,2.33,3,1.1651,0,105,3,1
5.3031,384.68,32,11.657,0,113,34,0
4.9947,396.42,23,12.3881,0,120,33,0
138.7624,3.46,8,0.4942,0,72,8,1
2.2651,185.42,6,30.9032,0,123,7,0
28.8787,10.39,5,2.5971,1,78,5,1
80.5679,3.72,4,0.9309,0,85,5,1
9.9848,144.22,24,6.2704,0,98,24,0
6.8979,208.76,16,9.0765,0,146,24,0
0.8564,490.43,4,81.7392,0,108,7,0
260.7747,1.38,4,0.2761,0,76,6,1
1.3457,44.59,1,0,1,78,1,1
166.0355,11.2,5,0.3734,1,45,31,1
1.099,873.5,15,58.2334,0,122,16,0
13.3695,80.78,13,4.7518,0,136,18,0
1.7762,709.37,17,35.4684,0,128,21,0
7.0929,287.61,26,8.7155,0,106,34,0
124.5062,4.82,7,0.5354,0,88,10,1
1.9599,887.78,28,31.7065,0,149,29,0
2.1593,805.83,26,28.7795,0,136,29,0
2.4338,838.2,30,25.4,0,143,34,0
3.9642,211.9,13,16.2997,0,96,14,0
3.231,389.97,14,19.4985,0,112,21,0
19.9928,60.02,15,3.159,0,125,20,0
151.2921,24.19,2,0.4032,1,45,61,1
1.3534,798.02,15,46.9422,0,131,18,0
2.0039,628.77,20,31.4385,0,99,21,0
64.7831,4.63,3,1.1577,0,80,5,1
